nummer,naam stier,gebjr,run nummer,basis,kicode,owner,base,rel NVI,NVI,source production,rel Inet,dochters productie,milk,fat,protein,lactose,rel milk,rel fat,rel prot,rel lact,source dmi,daughters dmi,rel dmi direct,rel dmi incl voorspellers,rel bvo,rel bvk,dmi direct,dmi incl voorspellers,FSM,FSCM,bvo obv selectieindex,rel bvo new,diff bvo
HOLNLDM000717335316,COCO BONGO,2010,241,1,39645,KI39,2024HC,90,-133,E,96,182,-106,-38,-11,-15,97,97,96,97,E,0,55,77,61,61,3,-59,-45,-44,-22,61,-23
HOLUSAM003150687526,PINE-TREE DUBLIN,2019,241,1,783575,IM74,2024HC,70,221,G,76,0,1718,59,65,86,83,82,76,76,G,0,47,72,50,50,19,166,100,97,54,50,46
HOLNLDM000608789497,SWEETLAKE GAUCHO,2021,241,1,942841,CO60,2024HC,74,81,G,79,0,-472,3,18,-16,85,84,79,78,G,0,53,75,54,54,50,52,-40,-39,-31,54,-9
HOLUSAM000061128814,TAG-APPLE LANCELOT ACE,2005,241,1,108869,IM98,2024HC,88,-173,D,96,162,-1210,-18,-48,-53,96,96,96,96,D,1,25,71,54,54,-81,-134,0,0,26,54,-26
HOLNLDM000737504587,DELTA LIXOR,2020,241,1,942546,CO60,2024HC,75,186,G,79,0,-331,32,25,-12,85,84,79,78,G,0,53,75,54,54,214,206,-123,-119,-99,54,-24
HOLNLDM000388965513,FLEVO GENETICS SNOWMAN,2005,241,1,763950,IM83,2024HC,97,-20,D,99,468,1715,25,27,76,99,99,99,99,D,1,72,83,70,70,109,144,2,2,-4,70,6
HOLNLDM000968841381,ZUID-OOSTER ROXSON,2009,241,1,57155,KI57,2024HC,84,-158,E,92,69,-1569,-64,-66,-67,94,93,92,93,E,0,49,75,57,57,-195,-370,109,106,118,57,-9
HOLNLDM000467494646,LOWLANDS RIVAL,2007,241,1,978513,CO60,2024HC,79,-43,G,84,0,-676,-3,-30,-27,88,87,84,81,G,0,54,75,55,55,-55,-111,50,49,38,55,12
HOLNLDM000748931239,DROUNER KHW  FRAIKO,2011,241,1,766977,IM90,2024HC,94,-57,D,98,450,-574,-35,-13,-32,99,99,98,99,D,1,47,76,61,61,-69,-106,-8,-8,3,61,-11
HOLPOLM005446322068,BJ BALANS,2021,241,1,785267,IM90,2024HC,68,246,G,74,0,1715,64,48,81,81,79,74,74,G,0,47,72,50,50,163,326,-72,-70,-64,50,-8
HOLNLDM000738668752,TWIN GEARD,2010,241,1,766611,IM90,2024HC,78,-157,J,83,0,-231,-24,-22,-15,88,86,83,87,J,0,50,74,54,54,59,-45,-41,-40,-19,54,-22
HOLNLDM000568075218,AZ INCEPTION,2009,241,1,940283,CO60,2024HC,90,-163,E,96,175,-1808,-18,-42,-83,97,97,96,97,E,0,55,77,61,61,-59,-119,-34,-33,-13,61,-21
HOLNLDM000617501886,SHELL,2020,241,1,821469,,2024HC,75,154,G,80,0,337,57,26,17,86,85,80,79,G,0,50,74,53,53,36,137,24,23,0,53,24
HOLNLDM000428976927,DOME'S MEGAMIX,2006,241,1,977840,CO60,2024HC,89,-180,E,95,110,-516,-35,-27,-32,96,96,95,96,E,0,52,76,59,59,-16,-151,22,21,35,59,-13
HOLDEUM000538441362,AKURAT,2014,241,1,768716,IM74,2024HC,82,12,E,89,16,723,-32,-7,46,92,91,89,91,E,0,51,75,57,57,-32,-11,-24,-23,-2,57,-22
HOLDEUM000538544797,BUN IMMIGRANT,2014,241,1,941559,CO60,2024HC,75,-50,G,81,0,-1213,-1,-35,-62,86,85,81,79,G,0,50,74,53,53,-12,-36,-56,-54,-41,53,-15
HOLUSAM000071178482,DIAS&DIAS SHAMROCK DECEMBER,2011,241,1,941341,CO60,2024HC,77,96,J,82,0,85,8,-7,0,87,86,82,86,J,0,51,74,54,54,-95,-115,124,120,89,54,35
HOLNLDM000547123844,DELTA SUSTAIN,2018,241,1,942192,CO60,2024HC,75,163,G,81,0,106,16,14,19,86,85,81,79,G,0,49,74,53,53,43,105,-40,-39,-34,53,-6
HOLNLDM000588762347,BERNIE,2019,241,1,391011,KI39,2024HC,77,58,G,82,0,507,23,25,33,87,86,82,80,G,0,51,74,54,54,107,96,7,7,-2,54,9
HOLNLDM000928042209,DELTA MARQUIS,2012,241,1,941007,CO60,2024HC,91,-82,E,97,199,-1457,-25,-27,-65,97,97,97,97,E,0,54,77,61,61,-104,-130,-7,-7,5,61,-12
HOLUSAM000141010542,BRU-DALE BOWSER SHADRACH,2011,241,1,940735,CO60,2024HC,76,-93,J,79,0,-294,-52,-25,-7,85,84,79,85,J,0,49,74,54,54,-57,-113,-28,-27,-1,54,-27
HOLNLDM000698033391,VENDAIRY FOREVER,2010,241,1,940334,CO60,2024HC,88,-99,E,94,91,-208,1,-12,-3,96,96,94,96,E,0,55,77,61,61,-23,-68,55,53,48,61,7
HOLFRAM003516149449,LAGER TUAL,2015,241,1,780063,IM65,2024HC,81,51,J,87,0,650,-27,18,27,91,90,87,89,J,0,52,75,56,56,37,33,-47,-46,-29,56,-18
HOLDEUM000538821032,IBSEN,2016,241,1,769966,IM74,2024HC,82,13,E,86,21,858,28,19,41,90,89,86,89,E,0,49,74,55,55,30,92,22,21,6,55,16
HOLNLDM000918944940,KIK FIRSTBORN,2013,241,1,39750,KI39,2024HC,91,-59,E,97,190,-1095,-30,-30,-43,97,97,97,97,E,0,49,76,60,60,-24,-149,18,17,31,60,-13
HOLNLDM000528277122,PEELDIJKER NIRVANA,2009,241,1,39603,KI39,2024HC,88,-135,E,94,92,-305,-21,-26,-17,95,95,94,95,E,0,52,76,59,59,-105,-137,51,49,54,59,-3
HOLNLDM000418067103,TJEBBINGA HOT SHOT,2005,241,1,39401,KI39,2024HC,93,-200,E,98,382,200,-30,-22,15,98,98,98,98,E,0,55,77,61,61,29,-46,-27,-26,3,61,-30
HOLNLDM000928072237,DELTA SYLVIO,2013,241,1,941284,CO60,2024HC,91,-14,E,97,182,-78,-7,-10,5,97,97,97,97,E,0,51,76,60,60,-6,-41,20,19,24,60,-4
HOLFRAM002216892431,HURION ISY,2012,241,1,768846,IM03,2024HC,93,-20,E,98,714,-117,9,8,4,98,98,98,98,E,0,51,76,60,60,125,122,-91,-88,-77,60,-14
HOLBELM000210042430,LELIEHOEVE BON JOVI,2009,241,1,39622,KI39,2024HC,92,-118,E,98,306,-1105,-13,-27,-46,98,98,98,98,E,0,55,77,61,61,-88,-98,3,3,13,61,-10
HOLNLDM000448222105,DELTA SHARP,2007,241,1,978353,CO60,2024HC,88,-307,E,94,96,-70,-63,-27,1,96,95,94,96,E,0,53,76,59,59,-14,-192,33,32,56,59,-23
HOLNLDM000418084854,DELTA HASTINGS,2005,241,1,977152,CO60,2024HC,89,-302,E,95,135,-982,-68,-41,-45,96,96,95,96,E,0,56,77,61,61,-147,-243,19,18,46,61,-27
HOLNLDM000548150665,VERO PIANOMAN,2013,241,1,941137,CO60,2024HC,95,57,E,99,578,687,15,12,37,99,99,99,99,E,0,51,77,62,62,29,105,-29,-28,-26,62,-3
HOLNLDM000528189966,DELTA LUCIEN,2010,241,1,940581,CO60,2024HC,90,-23,E,96,144,-40,-21,-8,-1,97,97,96,97,E,0,52,76,60,60,-198,-187,134,130,113,60,21
HOLNLDM000728077063,MIDWOLDER FIDEO,2010,241,1,940384,CO60,2024HC,92,-79,E,97,219,-406,6,-8,-15,98,98,97,98,E,0,57,78,63,63,-19,34,-43,-42,-33,63,-10
HOLNLDM000668543327,VEKIS CARRY ON,2017,241,1,39903,KI39,2024HC,90,90,E,96,268,1032,45,29,53,97,97,96,97,E,0,50,76,60,60,74,190,-20,-19,-34,60,14
HOLNLDM000898037360,CROSS SHIGOLI P,2011,241,1,940763,CO60,2024HC,86,-200,E,92,53,-1574,-33,-52,-75,94,94,92,94,E,0,56,77,60,60,-16,-111,-77,-75,-39,60,-38
HOLDEUM000358852299,MIRKO,2016,241,1,781225,IM53,2024HC,75,77,G,82,0,880,17,30,46,87,86,82,80,G,0,49,74,54,54,2,66,41,40,24,54,17
HOLNLDM000439654337,DELTA LANDFALL,2005,241,1,977545,CO60,2024HC,90,-182,E,96,150,239,-42,-6,12,97,97,96,97,E,0,51,76,60,60,-96,-147,63,61,65,60,-2
HOLBELM000410992768,DELTA DEACON,2011,241,1,940808,CO60,2024HC,92,12,E,97,220,400,-5,6,11,98,98,97,98,E,1,51,76,60,60,-147,-99,104,101,80,60,24
HOLNLDM000948855759,3STAR SAMPLER PP,2020,241,1,783359,IM74,2024HC,70,171,G,77,0,1457,64,51,69,83,82,77,76,G,0,48,73,51,51,97,255,-8,-8,-22,51,14
HOLCZEM000089264064,ROSTYN AKELA DELTA,2018,241,1,942357,CO60,2024HC,74,148,J,76,0,1724,42,54,70,82,81,76,83,J,0,51,73,52,52,167,235,-30,-29,-34,52,4
HOLUSAM003141558681,BUSH-BROS CERTIFY,2018,241,1,942205,CO60,2024HC,75,94,J,81,0,833,50,26,24,85,84,81,85,J,0,47,73,53,53,85,49,103,100,56,53,47
HOLNLDM000478553105,TATANKA RUBEN,2007,241,1,978548,CO60,2024HC,92,-145,E,97,257,-126,-20,-17,-24,98,98,97,98,E,0,56,78,63,63,-90,-130,50,49,49,63,1
HOLNLDM000528258545,DELTA STAN,2009,241,1,940103,CO60,2024HC,94,-148,E,98,370,-728,-29,-33,-28,99,99,98,99,E,0,57,78,63,63,-49,-119,-1,-1,23,63,-24
HOLNLDM000439653916,DELTA NACHO,2006,241,1,977915,CO60,2024HC,89,-292,E,95,136,-203,-54,-20,-7,96,96,95,96,E,0,49,76,59,59,-87,-155,15,15,35,59,-20
HOLNLDM000528319873,DELTA LAMBERT,2009,241,1,940198,CO60,2024HC,97,-13,E,99,2570,1268,32,33,48,99,99,99,99,E,4,55,78,63,63,27,83,60,58,28,63,32
HOLDEUM000358162492,MISSAN,2015,241,1,769388,IM03,2024HC,87,102,E,92,71,1204,38,22,39,94,94,92,94,E,0,48,75,58,58,10,96,40,39,15,58,25
HOLNLDM000938383581,GANVO TARANTINO,2009,241,1,940202,CO60,2024HC,78,-43,G,83,0,192,-63,-27,16,87,86,83,80,G,0,51,74,54,54,-35,-112,-34,-33,-4,54,-30
HOLUSAM000062085114,BOSSIDE ALTAROSS,2005,241,1,765297,KI77,2024HC,97,-167,D,99,14985,-1080,-58,-47,-47,99,99,99,99,D,4,58,78,63,63,-35,-132,-79,-77,-28,63,-51
HOLNLDM000449758012,DISKA SALINAS,2007,241,1,978550,CO60,2024HC,91,-133,E,96,164,84,-42,6,-6,97,97,96,97,E,0,52,76,60,60,-57,-148,62,60,53,60,9
HOLNLDM000938401263,BUISWEERD MOBILE,2012,241,1,940956,CO60,2024HC,98,120,E,99,15200,-656,28,5,-35,99,99,99,99,E,39,81,87,76,76,-101,-71,105,102,79,76,26
HOLNLDM000479657484,WIENES MARCO,2007,241,1,978539,CO60,2024HC,77,-151,G,82,0,-1005,-43,-23,-54,87,86,82,80,G,0,54,75,55,55,-50,-136,-24,-23,-6,55,-18
HOLNLDM000568487569,DE BIESHEUVEL FURIOUS,2010,241,1,940588,CO60,2024HC,90,-133,E,96,153,-617,-11,-27,-31,97,97,96,97,E,0,54,77,61,61,-34,-76,-2,-2,11,61,-13
HOLNLDM000488599366,DELTA STONE,2007,241,1,978429,CO60,2024HC,92,-62,E,97,201,-572,-26,-18,-27,98,98,97,98,E,0,56,78,63,63,-78,-167,71,69,67,63,4
HOLNLDM000489887015,BONHILL VARGA,2008,241,1,978859,CO60,2024HC,92,-59,E,97,213,42,-23,-9,4,98,98,97,98,E,0,55,77,61,61,-63,-85,31,30,36,61,-5
HOLNLDM000599950427,HET BROEK CORNE 1,2016,241,1,821074,,2024HC,81,-49,G,88,0,-98,-26,-12,-6,91,91,88,91,G,0,51,75,57,57,0,-47,-25,-24,-8,57,-17
HOLNLDM000419608989,BARNKAMPER KEATON,2005,241,1,977397,CO60,2024HC,90,-256,E,96,194,-91,-21,-39,-15,97,97,96,97,E,0,49,76,60,60,-198,-214,116,113,115,60,1
HOLDEUM000359619234,ACAJOU CH KENDO,2017,241,1,781675,KI22,2024HC,76,86,J,84,0,1149,46,41,47,89,87,84,87,J,0,47,73,53,53,103,211,-31,-30,-42,53,11
HOLDEUM000538246062,GARDEN,2013,241,1,768384,IM74,2024HC,77,-29,J,84,0,705,2,27,39,88,87,84,87,J,0,48,74,54,54,-33,57,9,9,4,54,5
HOLNLDM000679815895,DELTA DESIGNER,2022,241,1,942809,CO60,2024HC,70,281,G,76,0,1316,42,43,75,82,81,76,75,G,0,52,74,52,52,-18,129,69,67,41,52,28
HOLNLDM000739054736,GRUMAR,2011,241,1,766706,IM53,2024HC,78,-163,J,82,0,365,-31,1,30,87,86,82,86,J,0,52,75,55,55,105,44,-82,-80,-48,55,-34
HOLNLDM000578124272,DELTA GALACTIC,2021,241,1,942564,CO60,2024HC,74,129,G,79,0,270,28,46,16,85,84,79,78,G,0,53,75,54,54,57,106,15,15,3,54,12
HOLUSAM003252198065,PEAK HAMMERHEAD,2022,241,1,942956,CO60,2024HC,66,225,G,72,0,760,98,34,34,80,78,72,73,G,0,47,72,49,49,192,274,-4,-4,-28,49,24
HOLUSAM000072090647,REGANCREST-R MC SOLID,2013,241,1,941222,CO60,2024HC,80,-77,J,85,0,435,-7,1,10,89,87,85,87,J,0,50,74,54,54,33,29,-34,-33,-22,54,-12
HOLNLDM000569998783,VORMTHOEVE LAURENS,2010,241,1,940568,CO60,2024HC,90,-94,E,96,157,-172,-5,-11,5,97,97,96,97,E,0,54,77,61,61,55,17,-35,-34,-19,61,-16
HOLNLDM000429353431,HAAFS LYRIC,2006,241,1,977739,CO60,2024HC,90,-283,E,96,136,-375,-22,-20,-26,97,96,96,96,E,0,55,77,61,61,-32,-121,32,31,36,61,-4
HOLBELM000011463791,DELTA JARVIS,2013,241,1,941299,CO60,2024HC,90,-7,E,96,151,889,11,14,40,97,97,96,97,E,0,52,76,60,60,84,133,-61,-59,-51,60,-10
HOLUSAM000062294286,LANGS-TWIN-B JANUARY,2005,241,1,765358,KI56,2024HC,93,-246,D,98,490,159,-25,-15,5,99,99,98,99,D,2,49,76,61,61,-32,-123,59,57,64,61,-5
HOLDEUM000349789696,LONAR,2005,241,1,765439,IM74,2024HC,97,-90,D,99,2462,-473,-35,-26,-28,99,99,99,99,D,2,59,79,64,64,-172,-229,104,101,102,64,2
HOLNLDM000679221023,MS CAMINO,2015,241,1,941588,CO60,2024HC,93,130,E,98,283,1228,19,37,60,98,98,98,98,E,0,50,76,60,60,-32,15,115,112,72,60,43
HOLUSAM003012130463,S-S-I PLATINUM FLATTOP,2013,241,1,768781,IM52,2024HC,90,45,D,96,138,2,-1,-4,6,97,97,96,97,D,2,51,76,60,60,-92,-49,48,47,41,60,7
HOLUSAM000072162103,BRANDT-VIEW LITHM LOUIS,2013,241,1,941366,CO60,2024HC,72,-113,G,78,0,-139,-36,-33,-4,84,83,78,77,G,0,48,73,52,52,15,-58,-55,-53,-28,52,-27
HOLNLDM000649991095,DELTA STEWARD,2020,241,1,942553,CO60,2024HC,74,207,G,80,0,1057,51,50,58,85,84,80,78,G,0,51,74,53,53,10,137,72,70,38,53,34
HOLNLDM000719790120,HUL-STEIN LUIGI,2015,241,1,769461,IM90,2024HC,89,22,E,95,125,1502,27,28,77,96,96,95,96,E,0,52,76,59,59,104,172,-20,-19,-25,59,5
HOLDEUM000539782083,SUPERGLU,2017,241,1,781168,,2024HC,77,22,J,80,0,-206,12,1,-20,84,84,80,84,J,0,48,73,52,52,-25,-11,20,19,9,52,11
HOLNLDM000879966999,LOWLANDS CHICANE,2012,241,1,940884,CO60,2024HC,91,-51,E,97,157,-356,-66,-38,-5,97,97,97,97,E,2,52,76,60,60,-256,-334,152,147,155,60,-3
HOLNLDM000539467532,DELTA MARLOO,2013,241,1,941202,CO60,2024HC,91,50,E,97,206,404,-22,0,8,98,98,97,98,E,0,51,76,60,60,-69,-98,59,57,53,60,6
HOLNLDM000519399633,DELTA BENEDICT,2008,241,1,978877,CO60,2024HC,96,-37,E,99,1072,-771,12,-18,-30,99,99,99,99,E,3,59,79,64,64,-150,-118,98,95,81,64,17
HOLNLDM000469154874,DELTA REBOUND,2007,241,1,978233,CO60,2024HC,90,-225,E,96,139,-725,-31,-23,-25,97,96,96,97,E,0,51,76,60,60,-99,-117,6,6,22,60,-16
HOLNLDM000879261027,IJLSTER PATENT,2012,241,1,39689,KI39,2024HC,89,-130,E,95,130,-612,-25,-26,-20,96,96,95,96,E,0,53,76,59,59,-70,-69,-28,-27,-4,59,-24
HOLNLDM000539346604,MOLENKAMP PEPE,2012,241,1,940931,CO60,2024HC,93,52,E,97,252,282,-7,6,9,98,98,97,98,E,4,57,78,63,63,-109,-80,79,77,62,63,17
HOLUSAM000062478386,KIRBYVILLE MAGICAL,2005,241,1,108955,CO60,2024HC,88,-307,E,95,133,-1286,-47,-49,-50,96,96,95,96,E,0,49,76,59,59,-185,-263,70,68,84,59,-14
HOLNLDM000519756605,VAN DE PEELSEHOEVE POPSTAR,2009,241,1,39611,KI39,2024HC,87,-79,E,94,86,-1248,-20,-37,-63,95,95,94,95,E,0,49,75,58,58,-121,-139,4,4,17,58,-13
HOLNLDM000699264187,CASH DUPONT ET,2015,241,1,781324,,2024HC,80,-28,J,85,0,19,-4,-11,5,89,88,85,87,J,0,50,74,55,55,26,16,-32,-31,-19,55,-13
HOLNLDM000499371504,ETAZON ATKINS,2008,241,1,979946,CO60,2024HC,91,-106,E,96,165,-238,-27,-21,-17,97,97,96,97,E,0,53,77,61,61,-39,-95,2,2,17,61,-15
HOLFRAM004427394649,SPEEDY P,2021,241,1,784355,IM65,2024HC,70,238,G,76,0,621,97,33,31,83,81,76,76,G,0,47,72,50,50,110,193,71,69,21,50,50
HOLNLDM000879978343,BUINER MC KAYNE,2013,241,1,768324,IM90,2024HC,84,-18,E,91,47,830,-2,-1,40,93,93,91,93,E,0,49,75,57,57,29,58,-29,-28,-16,57,-13
HOLNLDM000489356591,TOPSTEEN SPICY,2007,241,1,978710,CO60,2024HC,91,-158,E,96,159,-601,-38,-30,-30,97,97,96,97,E,0,55,77,61,61,25,-74,-63,-61,-28,61,-35
HOLNLDM000899567419,DELTA BAROK P,2019,241,1,942348,CO60,2024HC,77,148,G,82,0,1322,47,40,74,87,86,82,80,G,0,52,75,55,55,179,261,-57,-55,-54,55,-3
HOLUSAM003212150549,PEAK ALTAAZURA,2020,241,1,783856,KI77,2024HC,70,200,G,76,0,297,82,40,15,83,81,76,76,G,0,47,72,50,50,165,283,-57,-55,-64,50,7
HOLNLDM000739022959,VERO DEVOTION,2010,241,1,940431,CO60,2024HC,91,-180,E,96,161,-533,-30,-18,-23,97,97,96,97,E,0,56,78,62,62,45,53,-154,-149,-108,62,-46
HOLNLDM000539258462,DELTA EDISON,2010,241,1,940368,CO60,2024HC,97,-84,E,99,2600,-961,-78,-41,-34,99,99,99,99,E,4,60,79,64,64,-251,-303,68,66,90,64,-22
HOLNLDM000469566916,SOUTHLAND PARTNER,2006,241,1,978313,CO60,2024HC,90,-88,E,96,144,-730,-41,-31,-29,97,97,96,97,E,0,51,76,60,60,-50,-220,77,75,82,60,-5
HOLNLDM000749286976,LOWLANDS BENEFIT,2011,241,1,940877,CO60,2024HC,76,-113,G,81,0,312,-14,-3,7,86,85,81,79,G,0,54,75,54,54,68,33,-59,-57,-39,54,-20
HOLNLDM000499725648,DELTA BIGTIME,2008,241,1,978935,CO60,2024HC,92,-129,E,97,184,-358,-33,-3,-13,97,97,97,97,E,0,55,77,61,61,-192,-133,50,49,46,61,4
HOLCZEM000710856053,SLOUPNICE TYSON,2014,241,1,941623,CO60,2024HC,75,-56,J,78,0,290,-22,6,15,84,83,78,84,J,0,48,73,52,52,35,12,-39,-38,-20,52,-19
HOLUSAM000062768990,VA-EARLY-DAWN SUDAN CRI,2006,241,1,766020,IM05,2024HC,97,-124,D,99,2120,155,8,-6,8,99,99,99,99,D,2,55,78,63,63,66,16,1,1,5,63,-4
HOLNLDM000430649637,IJSSELVLIEDT JASPER,2005,241,1,977356,CO60,2024HC,91,-217,E,97,177,585,-18,-2,24,97,97,97,97,E,0,53,77,61,61,-20,-40,21,20,26,61,-5
HOLNLDM000439385088,DELTA MICA,2006,241,1,977862,CO60,2024HC,92,-47,E,97,171,-91,-7,-7,-5,97,97,97,97,E,0,55,77,61,61,10,-71,45,44,39,61,6
HOLNLDM000589401100,DELTA YETI,2018,241,1,942122,CO60,2024HC,91,189,E,95,1251,908,62,40,41,97,96,95,97,E,1,52,77,61,61,130,245,-38,-37,-60,61,22
HOLNLDM000749582704,KNA AUGUST,2018,241,1,942217,CO60,2024HC,86,157,E,91,474,597,38,33,27,93,93,91,93,E,0,51,76,58,58,29,153,-16,-16,-32,58,16
HOLNLDM000519550898,HEUVEL SUAREZ,2008,241,1,39490,KI39,2024HC,97,-7,E,99,6120,-1270,-15,-21,-57,99,99,99,99,E,1,55,78,63,63,-142,-126,24,23,23,63,1
HOLDEUM000539675032,HANSA P,2017,241,1,781145,IM74,2024HC,82,67,J,89,0,499,-3,17,15,92,91,89,89,J,0,49,75,57,57,60,90,-65,-63,-51,57,-14
HOLNLDM000649286946,DG R-DEK ELIAS,2017,241,1,781820,VL26,2024HC,82,131,E,89,43,1016,45,30,48,92,91,89,91,E,0,48,74,56,56,44,154,13,13,-9,56,22
HOLDEUM000539391976,WILDER SMILEY,2016,241,1,941833,CO60,2024HC,93,100,E,98,475,-1023,31,-13,-53,99,99,98,99,E,2,45,75,59,59,-43,-50,55,53,32,59,23
HOLNLDM000590773027,BIG KEIZER,2015,241,1,39848,KI39,2024HC,94,74,E,99,609,258,-18,-2,7,99,99,99,99,E,5,52,77,62,62,-101,-114,80,78,70,62,10
HOLUSAM003013064533,INTENSE-COM YODER SPLASH,2014,241,1,941604,CO60,2024HC,93,98,E,98,329,258,38,15,7,98,98,98,98,E,0,48,76,60,60,20,90,11,11,-9,60,20
HOLNLDM000580721821,POPPE RED HOT NEYMAR,2016,241,1,39885,KI39,2024HC,88,153,E,95,209,306,45,32,19,96,96,95,96,E,0,48,75,58,58,45,100,44,43,7,58,37
HOLNLDM000659209256,BROEKS FREEMAX,2018,241,1,781921,IM74,2024HC,79,147,E,86,30,976,55,36,50,90,89,86,90,E,0,47,74,55,55,-4,150,46,45,12,55,34
HOLCZEM000621330021,NEFF,2009,241,1,200054,CO60,2024HC,76,-155,J,78,0,-560,-47,-35,-18,84,83,78,85,J,0,51,74,53,53,-100,-216,65,63,65,53,0
HOLNLDM000588502154,BIG MALSPELL,2019,241,1,821379,,2024HC,77,28,G,83,0,742,14,22,51,87,86,83,80,G,0,52,75,55,55,-58,52,44,43,29,55,15
HOLNLDM000919137806,VENDAIRY LENDARY,2013,241,1,768466,IM03,2024HC,93,17,E,98,960,656,25,20,29,99,99,98,99,E,0,51,76,61,61,146,171,-73,-71,-70,61,-3
HOLGBRM202996101070,WETHERTON BRENDAN,2013,241,1,768979,IM90,2024HC,83,3,G,87,0,457,6,-7,28,91,90,87,90,G,0,50,75,56,56,50,111,-82,-80,-58,56,-24
HOLBELM000412323882,NEWHOUSE JORBEN,2014,241,1,941558,CO60,2024HC,97,80,E,99,2193,312,37,19,17,99,99,99,99,E,8,67,81,67,67,132,187,-75,-73,-76,67,1
HOLNLDM000420753106,GROENHILDE KORUNA,2005,241,1,977455,CO60,2024HC,90,-235,E,96,147,-638,-40,-22,-24,97,97,96,97,E,0,52,76,60,60,-140,-226,99,96,95,60,4
HOLDEUM000359171040,SUPERCUP,2016,241,1,780377,IM03,2024HC,82,166,J,90,0,1453,32,45,63,92,91,90,89,J,0,49,74,55,55,104,154,15,15,-6,55,21
HOLNLDM000490634718,HAVEP WICKET,2008,241,1,978931,CO60,2024HC,92,-159,E,97,201,-780,-28,-19,-49,98,97,97,98,E,0,56,78,62,62,-67,-119,-2,-2,7,62,-9
HOLNLDM000969503956,DELTA BREWER,2021,241,1,942715,CO60,2024HC,73,189,G,78,0,319,46,30,20,84,83,78,77,G,0,52,74,53,53,30,112,33,32,11,53,22
HOLNLDM000590972910,DELTA LUCARDI,2020,241,1,942467,CO60,2024HC,74,240,G,79,0,414,83,38,16,85,84,79,78,G,0,51,74,53,53,80,179,48,47,10,53,38
HOLNLDM000930818326,SUPERMARIO GERARD,2013,241,1,82880,,2024HC,78,-44,G,84,0,-650,-9,-18,-44,88,87,84,81,G,0,52,75,55,55,-73,-74,-2,-2,1,55,-3
HOLNLDM000520070136,EASTLAND AVANTI,2008,241,1,979951,CO60,2024HC,91,-107,E,96,154,334,-31,-13,13,97,97,96,97,E,0,54,77,61,61,22,-76,9,9,24,61,-15
HOLNLDM000599978140,DELTA CONAN,2015,241,1,941714,CO60,2024HC,94,104,E,99,917,136,23,25,5,99,99,99,99,E,0,50,76,61,61,108,125,-46,-45,-59,61,13
HOLDEUM000360715435,STICK PP,2018,241,1,782527,VL06,2024HC,80,109,J,89,0,854,8,6,34,92,91,89,89,J,0,47,74,55,55,109,138,-86,-83,-65,55,-21
HOLDEUM000540415190,DG DV SIMAX,2018,241,1,781952,IM90,2024HC,87,38,E,93,325,42,7,-2,2,95,94,93,95,E,0,48,75,58,58,10,13,1,1,0,58,1
HOLNLDM000499545255,TORENZICHT BONAIR,2008,241,1,940016,CO60,2024HC,89,-216,E,95,129,-305,-20,-19,-9,96,96,95,96,E,0,54,77,61,61,-75,-86,16,16,26,61,-10
HOLNLDM000430649853,DELTA JOHNSON,2005,241,1,977378,CO60,2024HC,90,-89,E,96,138,-1026,-4,-30,-42,97,96,96,96,E,0,51,76,59,59,-60,-102,26,25,30,59,-4
HOLFRAM006208148075,JALTAOAK,2014,241,1,769281,IM53,2024HC,84,11,J,86,0,315,48,13,11,90,89,86,88,J,0,47,74,55,55,29,119,4,4,-13,55,17
HOLDEUM000540499486,GENESLAND BELLROY,2018,241,1,781951,IM03,2024HC,81,194,E,88,95,908,39,40,47,91,91,88,91,E,0,48,74,56,56,39,122,42,41,11,56,31
HOLNLDM000899537342,DG CHECKMATE,2014,241,1,769079,IM74,2024HC,88,48,E,92,312,-76,18,10,-21,94,94,92,94,E,0,50,75,58,58,14,65,-35,-34,-39,58,4
HOLNLDM000899486563,MIDWOLDER MOVEMENT,2016,241,1,941761,CO60,2024HC,93,74,E,98,316,1350,42,36,79,98,98,98,98,E,0,54,77,61,61,111,160,34,33,9,61,25
HOLUSAM003203571034,AOT SPARTACUS HUSTLE-ET,2020,241,1,783405,IM53,2024HC,69,66,G,75,0,-89,22,0,-9,82,81,75,75,G,0,47,72,50,50,115,70,-32,-31,-29,50,-3
HOLNLDM000490774355,PLATAAN GUETTA,2009,241,1,940193,CO60,2024HC,90,-62,E,96,138,2,-22,-17,18,97,97,96,97,E,0,54,77,61,61,-92,-63,15,15,30,61,-15
HOLDEUM000770817325,SAN OUTSIDER PP,2020,241,1,942505,CO60,2024HC,70,91,G,76,0,944,19,28,41,83,81,76,76,G,0,47,72,50,50,93,120,-15,-15,-15,50,0
HOLNLDM000570087807,DELTA LIGRETTO,2010,241,1,940377,CO60,2024HC,92,-80,E,97,148,-1208,-26,-36,-49,97,97,97,97,E,4,58,78,62,62,-231,-275,141,137,128,62,13
HOLDEUM000349907154,ROCCO,2005,241,1,765400,CO60,2024HC,76,-259,J,85,0,-338,-59,-35,-9,89,88,85,87,J,0,48,74,55,55,-47,-191,23,22,41,55,-18
HOLNLDM000490816501,DOUBLE W MS VANCOUVER,2008,241,1,978890,CO60,2024HC,89,-212,E,95,100,320,-20,-10,15,96,96,95,96,E,0,51,76,59,59,-32,-71,32,31,37,59,-5
